档位,本期政策,需求满足率,订购率,订足面,订足率（中烟）,订足率(济南),户均条数,下期政策,价位,是否省内
13,1,0.90 ,0.02 ,0.90 ,0.02 ,1.00 ,0.9,0,121.9,1
12,1,0.82 ,0.02 ,1.00 ,0.02 ,1.00 ,1,0,121.9,1
11,1,0.37 ,0.02 ,1.00 ,0.02 ,1.00 ,1,0,121.9,1
10,1,0.73 ,0.04 ,1.00 ,0.04 ,1.00 ,1,1,121.9,1
9,1,0.78 ,0.04 ,1.00 ,0.04 ,1.00 ,1,1,121.9,1
8,1,0.36 ,0.03 ,1.00 ,0.03 ,1.00 ,1,1,121.9,1
7,1,0.56 ,0.03 ,1.00 ,0.03 ,1.00 ,1,1,121.9,1
6,1,1.00 ,0.01 ,1.00 ,0.01 ,1.00 ,1,1,121.9,1
5,1,1.00 ,0.01 ,1.00 ,0.01 ,1.00 ,1,1,121.9,1
4,1,0.80 ,0.03 ,1.00 ,0.03 ,1.00 ,1,1,121.9,1
3,1,1.00 ,0.03 ,1.00 ,0.03 ,1.00 ,1,1,121.9,1
2,1,0.50 ,0.01 ,1.00 ,0.01 ,1.00 ,1,1,121.9,1
1,1,0.61 ,0.02 ,0.93 ,0.02 ,1.00 ,0.9,1,121.9,1
30,13,1.00 ,0.50 ,1.00 ,0.50 ,1.00 ,13,13,93.28,1
29,13,0.83 ,0.77 ,0.60 ,0.60 ,0.77 ,10.1,13,93.28,1
28,12,0.78 ,0.77 ,0.52 ,0.58 ,0.69 ,9,12,93.28,1
27,11,0.66 ,0.72 ,0.50 ,0.52 ,0.69 ,8,11,93.28,1
26,11,0.76 ,0.67 ,0.40 ,0.43 ,0.62 ,7.2,10,93.28,1
25,11,0.85 ,0.70 ,0.37 ,0.44 ,0.58 ,7,10,93.28,1
24,10,0.71 ,0.65 ,0.36 ,0.41 ,0.57 ,6.3,9,93.28,1
23,10,0.79 ,0.62 ,0.26 ,0.33 ,0.48 ,5.4,9,93.28,1
22,9,0.82 ,0.57 ,0.25 ,0.30 ,0.48 ,4.8,8,93.28,1
21,9,0.86 ,0.52 ,0.20 ,0.25 ,0.42 ,4.3,8,93.28,1
20,7,0.62 ,0.49 ,0.25 ,0.27 ,0.45 ,3.9,7,93.28,1
19,7,0.92 ,0.42 ,0.16 ,0.20 ,0.35 ,3.3,7,93.28,1
18,7,0.86 ,0.38 ,0.15 ,0.17 ,0.33 ,3.2,7,93.28,1
17,7,0.85 ,0.37 ,0.14 ,0.16 ,0.33 ,3,7,93.28,1
16,7,0.97 ,0.35 ,0.13 ,0.14 ,0.30 ,2.9,7,93.28,1
15,6,0.89 ,0.31 ,0.19 ,0.15 ,0.39 ,2.9,6,93.28,1
14,6,0.85 ,0.28 ,0.13 ,0.11 ,0.33 ,2.4,6,93.28,1
13,6,0.71 ,0.21 ,0.14 ,0.09 ,0.34 ,2.5,6,93.28,1
12,6,0.88 ,0.20 ,0.12 ,0.07 ,0.33 ,2.1,6,93.28,1
11,6,0.73 ,0.19 ,0.22 ,0.08 ,0.49 ,2.7,6,93.28,1
10,5,1.00 ,0.19 ,0.08 ,0.07 ,0.21 ,1.9,5,93.28,1
9,5,0.98 ,0.23 ,0.15 ,0.10 ,0.34 ,2.2,5,93.28,1
8,5,0.52 ,0.21 ,0.09 ,0.09 ,0.21 ,2.2,5,93.28,1
7,5,0.94 ,0.21 ,0.09 ,0.08 ,0.23 ,2,5,93.28,1
6,5,1.00 ,0.18 ,0.07 ,0.07 ,0.18 ,1.8,5,93.28,1
5,4,0.87 ,0.19 ,0.25 ,0.11 ,0.43 ,2.3,4,93.28,1
4,4,0.98 ,0.18 ,0.23 ,0.08 ,0.50 ,1.8,4,93.28,1
3,4,0.76 ,0.18 ,0.24 ,0.10 ,0.43 ,2.2,4,93.28,1
2,4,0.87 ,0.18 ,0.15 ,0.09 ,0.30 ,2,4,93.28,1
1,4,0.60 ,0.11 ,0.38 ,0.07 ,0.58 ,2.6,4,93.28,1
30,2,0.62 ,0.67 ,1.00 ,0.67 ,1.00 ,2,0,93.28,1
29,2,0.37 ,0.76 ,0.99 ,0.76 ,1.00 ,2,0,93.28,1
28,2,0.43 ,0.72 ,0.98 ,0.72 ,0.99 ,2,0,93.28,1
27,2,0.41 ,0.67 ,0.97 ,0.66 ,0.99 ,2,0,93.28,1
26,2,0.52 ,0.61 ,0.95 ,0.59 ,0.98 ,1.9,0,93.28,1
25,0,0.00 ,0.00 ,-,0.00 ,-,-,2,93.28,1
24,0,0.00 ,0.00 ,-,0.00 ,-,-,2,93.28,1
23,0,0.00 ,0.00 ,-,0.00 ,-,-,2,93.28,1
22,0,0.00 ,0.00 ,-,0.00 ,-,-,2,93.28,1
21,0,0.00 ,0.00 ,-,0.00 ,-,-,2,93.28,1
20,0,0.00 ,0.00 ,-,0.00 ,-,-,1,93.28,1
19,0,0.00 ,0.00 ,-,0.00 ,-,-,1,93.28,1
18,0,0.00 ,0.00 ,-,0.00 ,-,-,1,93.28,1
17,0,0.00 ,0.00 ,-,0.00 ,-,-,1,93.28,1
16,0,0.00 ,0.00 ,-,0.00 ,-,-,1,93.28,1
15,1,0.41 ,0.11 ,0.99 ,0.11 ,1.00 ,1,0,93.28,1
14,1,0.51 ,0.08 ,0.98 ,0.08 ,1.00 ,1,0,93.28,1
13,1,0.22 ,0.07 ,0.97 ,0.06 ,1.00 ,1,0,93.28,1
12,1,0.70 ,0.03 ,1.00 ,0.03 ,1.00 ,1,0,93.28,1
11,1,0.46 ,0.09 ,0.97 ,0.09 ,1.00 ,1,0,93.28,1
10,1,0.78 ,0.04 ,1.00 ,0.04 ,1.00 ,1,0,93.28,1
9,1,0.61 ,0.07 ,1.00 ,0.07 ,1.00 ,1,0,93.28,1
8,1,0.14 ,0.08 ,1.00 ,0.08 ,1.00 ,1,0,93.28,1
7,1,0.62 ,0.08 ,1.00 ,0.08 ,1.00 ,1,0,93.28,1
6,1,0.43 ,0.05 ,1.00 ,0.05 ,1.00 ,1,0,93.28,1
5,1,0.71 ,0.03 ,1.00 ,0.03 ,1.00 ,1,0,93.28,1
4,1,0.83 ,0.07 ,0.91 ,0.07 ,1.00 ,0.9,0,93.28,1
3,1,0.44 ,0.06 ,1.00 ,0.06 ,1.00 ,1,0,93.28,1
2,1,0.86 ,0.05 ,1.00 ,0.05 ,1.00 ,1,0,93.28,1
1,1,0.47 ,0.05 ,0.98 ,0.05 ,1.00 ,1,0,93.28,1
30,5,1.00 ,0.83 ,1.00 ,0.83 ,1.00 ,5,5,87.98,1
29,5,0.51 ,0.81 ,0.92 ,0.79 ,0.95 ,4.8,5,87.98,1
28,5,0.56 ,0.84 ,0.91 ,0.80 ,0.96 ,4.8,5,87.98,1
27,6,0.59 ,0.83 ,0.81 ,0.76 ,0.89 ,5.5,6,87.98,1
26,6,0.67 ,0.76 ,0.76 ,0.68 ,0.85 ,5.3,6,87.98,1
25,6,0.74 ,0.75 ,0.66 ,0.63 ,0.78 ,5.1,6,87.98,1
24,6,0.49 ,0.71 ,0.62 ,0.58 ,0.75 ,5,6,87.98,1
23,7,0.75 ,0.67 ,0.41 ,0.46 ,0.60 ,4.8,7,87.98,1
22,7,0.80 ,0.58 ,0.36 ,0.38 ,0.55 ,4.6,7,87.98,1
21,7,0.59 ,0.50 ,0.29 ,0.29 ,0.50 ,4.1,7,87.98,1
20,8,0.66 ,0.45 ,0.20 ,0.22 ,0.40 ,3.9,7,87.98,1
19,8,0.96 ,0.40 ,0.10 ,0.16 ,0.26 ,3.1,7,87.98,1
18,8,0.94 ,0.34 ,0.11 ,0.12 ,0.31 ,2.9,7,87.98,1
17,8,0.95 ,0.35 ,0.08 ,0.12 ,0.24 ,2.8,7,87.98,1
16,8,0.98 ,0.29 ,0.06 ,0.09 ,0.19 ,2.6,7,87.98,1
15,8,0.88 ,0.29 ,0.13 ,0.10 ,0.35 ,2.9,6,87.98,1
14,8,0.90 ,0.23 ,0.10 ,0.08 ,0.32 ,2.6,6,87.98,1
13,8,0.97 ,0.22 ,0.07 ,0.06 ,0.24 ,2.3,6,87.98,1
12,8,0.99 ,0.19 ,0.04 ,0.05 ,0.16 ,2.2,6,87.98,1
11,8,0.99 ,0.17 ,0.09 ,0.06 ,0.26 ,2.7,6,87.98,1
10,6,0.94 ,0.16 ,0.10 ,0.05 ,0.28 ,2.1,5,87.98,1
9,6,1.00 ,0.18 ,0.13 ,0.08 ,0.31 ,2.6,5,87.98,1
8,6,0.92 ,0.24 ,0.08 ,0.09 ,0.22 ,2.2,5,87.98,1
7,6,0.95 ,0.19 ,0.10 ,0.06 ,0.30 ,2.1,5,87.98,1
6,6,1.00 ,0.17 ,0.07 ,0.04 ,0.27 ,1.6,5,87.98,1
5,5,1.00 ,0.17 ,0.13 ,0.07 ,0.31 ,2,4,87.98,1
4,5,1.00 ,0.16 ,0.26 ,0.07 ,0.57 ,2.3,4,87.98,1
3,5,0.93 ,0.19 ,0.17 ,0.08 ,0.40 ,2.2,4,87.98,1
2,5,1.00 ,0.16 ,0.06 ,0.06 ,0.14 ,1.9,4,87.98,1
1,5,0.74 ,0.10 ,0.31 ,0.06 ,0.54 ,2.9,4,87.98,1
30,18,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,18,20,85.86,1
29,18,0.77 ,0.96 ,0.96 ,0.96 ,0.98 ,18,20,85.86,1
28,18,0.78 ,0.96 ,0.96 ,0.98 ,0.97 ,18.4,20,85.86,1
27,17,0.72 ,0.96 ,0.93 ,0.96 ,0.96 ,17.1,19,85.86,1
26,17,0.77 ,0.95 ,0.89 ,0.92 ,0.94 ,16.5,19,85.86,1
25,16,0.72 ,0.94 ,0.90 ,0.91 ,0.95 ,15.5,18,85.86,1
24,15,0.64 ,0.94 ,0.84 ,0.88 ,0.91 ,14,17,85.86,1
23,15,0.70 ,0.92 ,0.78 ,0.83 ,0.87 ,13.6,16,85.86,1
22,14,0.77 ,0.90 ,0.71 ,0.79 ,0.82 ,12.2,15,85.86,1
21,14,0.64 ,0.87 ,0.61 ,0.71 ,0.76 ,11.4,14,85.86,1
20,13,0.75 ,0.85 ,0.53 ,0.65 ,0.70 ,9.9,13,85.86,1
19,13,0.74 ,0.81 ,0.38 ,0.54 ,0.59 ,8.6,12,85.86,1
18,12,0.81 ,0.77 ,0.35 ,0.48 ,0.56 ,7.4,11,85.86,1
17,12,0.85 ,0.76 ,0.26 ,0.42 ,0.48 ,6.6,10,85.86,1
16,11,0.91 ,0.68 ,0.24 ,0.36 ,0.46 ,5.9,10,85.86,1
15,11,0.82 ,0.67 ,0.25 ,0.35 ,0.48 ,5.7,10,85.86,1
14,10,0.84 ,0.57 ,0.20 ,0.26 ,0.44 ,4.6,10,85.86,1
13,10,0.86 ,0.53 ,0.19 ,0.23 ,0.44 ,4.3,9,85.86,1
12,9,0.96 ,0.51 ,0.16 ,0.21 ,0.39 ,3.7,8,85.86,1
11,8,0.40 ,0.53 ,0.24 ,0.26 ,0.50 ,4,7,85.86,1
10,7,0.93 ,0.47 ,0.20 ,0.25 ,0.39 ,3.6,6,85.86,1
9,6,0.73 ,0.47 ,0.38 ,0.28 ,0.64 ,3.6,6,85.86,1
8,6,0.24 ,0.51 ,0.29 ,0.27 ,0.54 ,3.2,6,85.86,1
7,6,0.60 ,0.50 ,0.40 ,0.32 ,0.62 ,3.9,6,85.86,1
6,6,0.88 ,0.47 ,0.32 ,0.27 ,0.56 ,3.4,6,85.86,1
5,5,0.14 ,0.40 ,0.38 ,0.24 ,0.63 ,3,5,85.86,1
4,5,0.81 ,0.41 ,0.48 ,0.28 ,0.71 ,3.3,5,85.86,1
3,5,0.81 ,0.40 ,0.43 ,0.25 ,0.67 ,3.2,5,85.86,1
2,5,0.83 ,0.42 ,0.38 ,0.24 ,0.65 ,2.9,5,85.86,1
1,5,0.62 ,0.25 ,0.60 ,0.19 ,0.78 ,3.8,5,85.86,1
30,17,1.00 ,0.83 ,1.00 ,0.82 ,1.00 ,15,17,61.5,1
29,17,0.72 ,0.95 ,0.94 ,1.00 ,0.97 ,16,17,61.5,1
28,17,0.73 ,0.97 ,0.98 ,1.07 ,0.99 ,16.9,17,61.5,1
27,17,0.69 ,0.97 ,0.99 ,1.07 ,0.99 ,16.8,17,61.5,1
26,17,0.66 ,0.97 ,0.97 ,1.03 ,0.98 ,16.3,17,61.5,1
25,17,0.73 ,0.97 ,0.96 ,1.05 ,0.98 ,16.6,17,61.5,1
24,17,0.66 ,0.98 ,0.96 ,1.08 ,0.98 ,16.9,17,61.5,1
23,16,0.67 ,0.97 ,0.96 ,1.06 ,0.98 ,15.7,16,61.5,1
22,16,0.76 ,0.96 ,0.95 ,1.06 ,0.97 ,15.8,16,61.5,1
21,16,0.64 ,0.95 ,0.94 ,1.05 ,0.97 ,15.8,16,61.5,1
20,16,0.72 ,0.94 ,0.92 ,1.02 ,0.96 ,15.6,16,61.5,1
19,16,0.79 ,0.96 ,0.91 ,1.03 ,0.95 ,15.5,16,61.5,1
18,16,0.81 ,0.93 ,0.89 ,0.97 ,0.94 ,15.1,16,61.5,1
17,15,0.83 ,0.94 ,0.91 ,1.01 ,0.95 ,14.4,15,61.5,1
16,15,0.83 ,0.95 ,0.87 ,0.99 ,0.92 ,14,15,61.5,1
15,15,0.85 ,0.92 ,0.82 ,0.92 ,0.89 ,13.5,15,61.5,1
14,15,0.84 ,0.93 ,0.76 ,0.90 ,0.85 ,13.1,15,61.5,1
13,15,0.89 ,0.92 ,0.69 ,0.86 ,0.80 ,12.7,15,61.5,1
12,15,0.93 ,0.88 ,0.56 ,0.74 ,0.71 ,11.4,15,61.5,1
11,15,0.75 ,0.86 ,0.56 ,0.73 ,0.71 ,11.4,15,61.5,1
10,12,0.93 ,0.84 ,0.59 ,0.72 ,0.73 ,9.2,12,61.5,1
9,12,0.87 ,0.85 ,0.51 ,0.70 ,0.65 ,8.9,12,61.5,1
8,12,0.56 ,0.82 ,0.55 ,0.67 ,0.71 ,8.8,12,61.5,1
7,12,0.86 ,0.88 ,0.57 ,0.71 ,0.72 ,8.7,12,61.5,1
6,12,0.91 ,0.78 ,0.47 ,0.58 ,0.64 ,8,12,61.5,1
5,8,0.78 ,0.79 ,0.75 ,0.72 ,0.83 ,6.6,8,61.5,1
4,8,0.82 ,0.78 ,0.64 ,0.64 ,0.76 ,5.9,8,61.5,1
3,8,0.85 ,0.71 ,0.64 ,0.57 ,0.79 ,5.8,8,61.5,1
2,8,0.78 ,0.70 ,0.59 ,0.54 ,0.74 ,5.5,8,61.5,1
1,8,0.67 ,0.30 ,0.71 ,0.25 ,0.83 ,6,8,61.5,1
